id,value
id_113,15.954675598884343
id_114,17.096205884320874
id_115,28.12904700123606
id_116,27.424069675062427
id_117,20.653843359019735
id_118,26.63074171725446
id_119,27.948392564355835
id_120,87.82430488959801
id_121,35.1550740720247
id_122,47.862725768617054
id_123,28.544474052678893
id_124,11.802067481742228
id_125,44.34711242351281
id_126,7.906763460874153
id_127,28.131627467673294
id_128,33.69859948949285
id_129,65.41621369488281
id_130,26.41933120502496
id_131,24.903474252952854
id_132,60.1034828337219
id_133,18.371754309606505
id_134,13.951703643846258
id_135,7.763988835141937
id_136,9.585919064929465
id_137,53.86379698128441
id_138,16.26710138034714
id_139,14.968592629722053
id_140,28.195094438277664
id_141,29.472591733800662
id_142,45.70156644215814
id_143,31.546849698757327
id_144,20.41523445666364
id_145,31.76704031606349
id_146,11.734086478004201
id_147,49.59720700133806
id_148,31.78694473507486
id_149,39.56598411860602
id_150,5.21235572611814
id_151,13.818232378367423
id_152,30.545813197739314
id_153,16.175563230060916
id_154,22.35203878567251
id_155,50.12438892768933
id_156,12.673092977236557
id_157,37.967550990020996
id_158,22.39939695881662
id_159,23.343075590780206
id_160,41.591801781730496
id_161,25.02942726794794
id_162,16.516672560402817
id_163,13.20766969343563
id_164,70.67060803782468
id_165,38.56930304349515
id_166,5.862974768983527
id_167,29.300973721552033
id_168,72.16993505896376
id_169,18.709515604805702
id_170,77.14992080223527
id_171,43.06325406811869
id_172,18.187637238123358
id_173,24.54977498353083
id_174,59.58019788531607
id_175,33.173262631277225
id_176,24.611853487764918
id_177,41.94216806032
id_178,17.015305735995117
id_179,34.922055226920385
id_180,14.419614305917356
id_181,1.8602821815992137
id_182,60.89163678834144
id_183,50.84316237044685
id_184,19.06794613012868
id_185,41.13741285156711
id_186,29.78408563734504
id_187,68.3726388523416
id_188,6.2738911992644475
id_189,76.6046113258713
id_190,34.12489358335352
id_191,10.6893640904526
id_192,36.01985462128089
id_193,10.483820730932244
id_194,20.740692513769147
id_195,3.2259024009591855
id_196,42.31882497028485
id_197,14.77785208178522
id_198,19.83416305209966
id_199,60.50881016844208
id_200,17.676128287980593
id_201,26.506335400871784
id_202,73.03366065327575
id_203,15.692200250833388
id_204,9.724444651408287
id_205,16.99126230910546
id_206,17.367285273274092
id_207,5.3135274043057805
id_208,124.09979263486042
id_209,18.619861053179072
id_210,27.38237795886438
id_211,13.742174280231211
id_212,29.949335834911544
id_213,45.51383441357892
id_214,22.891612309317054
id_215,41.20871863050035
id_216,72.11367376139927
id_217,0.38454300744995606
id_218,15.15191484718897
id_219,39.073843705788505
id_220,19.281089625763695
id_221,13.7193264222744
id_222,116.07503337021747
id_223,14.712135782315716
id_224,20.269408025162083
id_225,69.2765462890373
id_226,19.691530645372985
id_227,12.167239624287191
id_228,19.024321546698346
id_229,9.519382931085893
id_230,39.96042939881401
id_231,18.693983583299293
id_232,62.780582976610596
id_233,51.39800322907902
id_234,33.23964114571173
id_235,47.29057918906061
id_236,70.92169585421487
id_237,43.75401507671838
id_238,21.16692318854804
id_239,19.406759959765193
