id,value
id_108,17.513271019485046
id_109,44.31175800789323
id_110,29.1354825227857
id_111,8.230794774609562
id_112,26.3539977532203
id_113,28.960334392104123
id_114,13.943271994881334
id_115,21.743571168395142
id_116,23.163809279815816
id_117,10.796544562704835
id_118,33.325866751954955
id_119,20.167996261921967
id_120,48.291668100672254
id_121,26.199497023975418
id_122,25.523056552323286
id_123,25.26084885556889
id_124,17.947964622621654
id_125,32.919772384276996
id_126,18.803165214064094
id_127,26.424376512141293
id_128,34.04503032223845
id_129,49.70844050407193
id_130,15.283641216996571
id_131,22.47921624386233
id_132,44.93030180142733
id_133,11.452106807959137
id_134,18.542182205582197
id_135,6.186251583715154
id_136,23.977751060380623
id_137,40.293947918514654
id_138,24.750661495211418
id_139,9.261614954647252
id_140,16.323376218669114
id_141,22.20287729817428
id_142,28.25430525290715
id_143,34.36520690228295
id_144,11.429070709507819
id_145,28.974869174028967
id_146,12.623789090637267
id_147,47.20658277279885
id_148,23.227310421253673
id_149,39.77252226645321
id_150,9.460315307483821
id_151,16.855612535519764
id_152,21.905176842556507
id_153,8.819315222483084
id_154,25.174025025463934
id_155,43.78014754528873
id_156,17.217494449239965
id_157,23.827445583548784
id_158,31.126657105110738
id_159,23.03522329300075
id_160,39.179418087452284
id_161,17.9511838132998
id_162,11.458303322886124
id_163,10.83408843300689
id_164,64.0305719575658
id_165,30.53684422054208
id_166,9.219809998560063
id_167,11.340083408435099
id_168,60.84933118880517
id_169,16.19544873409454
id_170,62.22389572385427
id_171,40.08564009389697
id_172,31.928487233701155
id_173,23.301558507865167
id_174,51.87184724812059
id_175,26.13371662169786
id_176,30.61751598649219
id_177,30.497949017003315
id_178,21.393859707705936
id_179,23.563416463817944
id_180,15.239050687328444
id_181,12.408193754503147
id_182,27.7509344849295
id_183,26.027446741617197
id_184,10.573034246753732
id_185,29.89153703204967
id_186,28.530493559555318
id_187,54.70156925301791
id_188,11.565088735667404
id_189,66.8526413748358
id_190,41.98488520761252
id_191,24.431875050791362
id_192,27.89418349871279
id_193,10.176253204664828
id_194,20.095073155042762
id_195,5.1277269032411725
id_196,25.07722282098161
id_197,23.19284323109494
id_198,34.64376169530843
id_199,45.765363401136995
id_200,31.045617837638858
id_201,21.25882472210114
id_202,47.56344012378567
id_203,17.242070650207374
id_204,10.402422302500637
id_205,10.45157674319406
id_206,14.174425747550485
id_207,9.486266972623836
id_208,61.81583570775674
id_209,12.778946214878857
id_210,14.76243331776774
id_211,31.0969925840728
id_212,22.627220728126968
id_213,31.259631737564284
id_214,19.94987821919669
id_215,26.33765816417587
id_216,71.59605210180658
id_217,11.776314064393322
id_218,15.40309480306021
id_219,51.21676632562678
id_220,17.824114033687447
id_221,24.460163693439767
id_222,87.42483087168148
id_223,15.439501263159578
id_224,20.301296032452115
id_225,49.13909293804272
id_226,22.158988842227892
id_227,18.396783216399434
id_228,12.507097562046424
id_229,20.983553568668782
id_230,30.56477752928463
id_231,18.348199979416954
id_232,39.45159286681715
id_233,38.070450351976135
id_234,19.703624580862332
id_235,44.22606367292104
id_236,56.45426225909886
id_237,47.17527053009353
id_238,12.530565890327612
id_239,14.670113323146667
